Order_ID,Customer_ID,Customer_Type,Product,Category,Unit_Price,Quantity,Discount,Total_Price,Region,Order_Date
ORD345840,CUS4860,B2B,Jack Daniels,Alcoholic Beverages,38.13,28,0.1,960.88,Thüringen,2021-05-30
ORD345840,CUS4860,B2B,Gerolsteiner,Water,0.81,43,0.1,31.35,Thüringen,2021-05-30
ORD345840,CUS4860,B2B,Selters,Water,0.46,28,0.1,11.59,Thüringen,2021-05-30
ORD345841,CUS9690,B2C,Hohes C Orange,Juices,1.75,12,0.0,21.0,Bayern,2021-05-18
ORD345842,CUS6033,B2C,Rauch Multivitamin,Juices,2.38,12,0.0,28.56,Sachsen,2022-11-26
ORD345842,CUS6033,B2C,Passion Fruit Juice,Juices,3.02,7,0.0,21.14,Sachsen,2022-11-26
ORD345842,CUS6033,B2C,Johnnie Walker,Alcoholic Beverages,36.59,9,0.0,329.31,Sachsen,2022-11-26
ORD345843,CUS5848,B2C,Apollinaris,Water,0.93,12,0.0,11.16,Thüringen,2021-05-12
ORD345843,CUS5848,B2C,Mezzo Mix,Soft Drinks,0.59,10,0.0,5.9,Thüringen,2021-05-12
ORD345843,CUS5848,B2C,Rotkäppchen Sekt,Alcoholic Beverages,8.05,1,0.0,8.05,Thüringen,2021-05-12
ORD345843,CUS5848,B2C,Tomato Juice,Juices,3.23,10,0.0,32.3,Thüringen,2021-05-12
ORD345843,CUS5848,B2C,Jever,Alcoholic Beverages,1.88,2,0.0,3.76,Thüringen,2021-05-12
ORD345844,CUS1519,B2C,Tomato Juice,Juices,3.23,15,0.0,48.45,Niedersachsen,2021-03-17
ORD345844,CUS1519,B2C,Chardonnay,Alcoholic Beverages,4.74,13,0.0,61.62,Niedersachsen,2021-03-17
ORD345844,CUS1519,B2C,Vittel,Water,0.56,1,0.0,0.56,Niedersachsen,2021-03-17
ORD345844,CUS1519,B2C,Tanqueray,Alcoholic Beverages,33.6,8,0.0,268.8,Niedersachsen,2021-03-17
ORD345845,CUS5176,B2C,Evian,Water,1.26,7,0.0,8.82,Nordrhein-Westfalen,2022-03-05
ORD345845,CUS5176,B2C,Volvic Touch,Water,1.42,4,0.0,5.68,Nordrhein-Westfalen,2022-03-05
ORD345845,CUS5176,B2C,Rauch Multivitamin,Juices,2.38,4,0.0,9.52,Nordrhein-Westfalen,2022-03-05
ORD345845,CUS5176,B2C,Warsteiner,Alcoholic Beverages,1.05,3,0.0,3.15,Nordrhein-Westfalen,2022-03-05
ORD345846,CUS1681,B2C,Apollinaris,Water,0.96,8,0.0,7.68,Saarland,2022-07-24
ORD345847,CUS5232,B2C,Fritz-Kola,Soft Drinks,2.05,14,0.0,28.7,Rheinland-Pfalz,2022-04-06
ORD345847,CUS5232,B2C,Hohes C Orange,Juices,1.8,9,0.0,16.2,Rheinland-Pfalz,2022-04-06
ORD345847,CUS5232,B2C,Mountain Dew,Soft Drinks,0.96,8,0.0,7.68,Rheinland-Pfalz,2022-04-06
ORD345847,CUS5232,B2C,Monster,Soft Drinks,3.21,14,0.0,44.94,Rheinland-Pfalz,2022-04-06
ORD345848,CUS1016,B2C,Mezzo Mix,Soft Drinks,0.61,13,0.0,7.93,Baden-Württemberg,2022-03-25
ORD345848,CUS1016,B2C,Sprite,Soft Drinks,0.55,6,0.0,3.3,Baden-Württemberg,2022-03-25
ORD345848,CUS1016,B2C,Bacardi,Alcoholic Beverages,13.84,4,0.0,55.36,Baden-Württemberg,2022-03-25
ORD345848,CUS1016,B2C,Rauch Multivitamin,Juices,2.38,7,0.0,16.66,Baden-Württemberg,2022-03-25
ORD345848,CUS1016,B2C,Veuve Clicquot,Alcoholic Beverages,109.19,11,0.0,1201.09,Baden-Württemberg,2022-03-25
ORD345849,CUS2092,B2C,Coca-Cola,Soft Drinks,1.07,9,0.0,9.63,Rheinland-Pfalz,2022-01-03
ORD345849,CUS2092,B2C,Pepsi,Soft Drinks,1.53,8,0.0,12.24,Rheinland-Pfalz,2022-01-03
ORD345849,CUS2092,B2C,Fritz-Kola,Soft Drinks,2.05,6,0.0,12.3,Rheinland-Pfalz,2022-01-03
ORD345849,CUS2092,B2C,Schwip Schwap,Soft Drinks,1.24,15,0.0,18.6,Rheinland-Pfalz,2022-01-03
ORD345850,CUS5189,B2B,Vio Wasser,Water,0.8,19,0.05,14.44,Sachsen-Anhalt,2023-05-20
ORD345850,CUS5189,B2B,Augustiner,Alcoholic Beverages,1.61,17,0.05,26.0,Sachsen-Anhalt,2023-05-20
ORD345850,CUS5189,B2B,San Pellegrino,Water,0.93,43,0.1,35.99,Sachsen-Anhalt,2023-05-20
ORD345850,CUS5189,B2B,Chardonnay,Alcoholic Beverages,7.8,81,0.1,568.62,Sachsen-Anhalt,2023-05-20
ORD345851,CUS6740,B2C,Selters,Water,0.49,15,0.0,7.35,Bayern,2023-08-04
ORD345851,CUS6740,B2C,Red Bull,Soft Drinks,2.35,15,0.0,35.25,Bayern,2023-08-04
ORD345851,CUS6740,B2C,Erdinger Weißbier,Alcoholic Beverages,2.24,5,0.0,11.2,Bayern,2023-08-04
ORD345851,CUS6740,B2C,Vio Wasser,Water,1.71,9,0.0,15.39,Bayern,2023-08-04
ORD345852,CUS9812,B2C,Mango Juice,Juices,3.31,6,0.0,19.86,Nordrhein-Westfalen,2023-01-15
ORD345852,CUS9812,B2C,Schwip Schwap,Soft Drinks,1.27,3,0.0,3.81,Nordrhein-Westfalen,2023-01-15
ORD345852,CUS9812,B2C,Evian,Water,1.31,5,0.0,6.55,Nordrhein-Westfalen,2023-01-15
ORD345852,CUS9812,B2C,San Pellegrino,Water,0.91,12,0.0,10.92,Nordrhein-Westfalen,2023-01-15
ORD345853,CUS1673,B2B,Sprite,Soft Drinks,0.82,12,0.05,9.35,Schleswig-Holstein,2022-03-18
ORD345853,CUS1673,B2B,San Pellegrino,Water,1.16,84,0.1,87.7,Schleswig-Holstein,2022-03-18
ORD345853,CUS1673,B2B,Volvic Touch,Water,1.36,98,0.1,119.95,Schleswig-Holstein,2022-03-18
ORD345853,CUS1673,B2B,Merlot,Alcoholic Beverages,12.35,52,0.1,577.98,Schleswig-Holstein,2022-03-18
ORD345853,CUS1673,B2B,Coca-Cola,Soft Drinks,0.72,53,0.1,34.34,Schleswig-Holstein,2022-03-18
ORD345854,CUS889,B2B,Fritz-Kola,Soft Drinks,2.02,18,0.05,34.54,Niedersachsen,2023-12-13
ORD345854,CUS889,B2B,Evian,Water,0.74,5,0.05,3.52,Niedersachsen,2023-12-13
ORD345854,CUS889,B2B,Pepsi,Soft Drinks,1.65,80,0.1,118.8,Niedersachsen,2023-12-13
ORD345854,CUS889,B2B,Mezzo Mix,Soft Drinks,0.99,52,0.05,48.91,Niedersachsen,2023-12-13
ORD345855,CUS6792,B2B,Monster,Soft Drinks,3.84,55,0.1,190.08,Bayern,2022-05-03
ORD345855,CUS6792,B2B,Johnnie Walker,Alcoholic Beverages,61.56,74,0.1,4099.9,Bayern,2022-05-03
ORD345855,CUS6792,B2B,Sprite,Soft Drinks,0.89,36,0.05,30.44,Bayern,2022-05-03
ORD345855,CUS6792,B2B,Chardonnay,Alcoholic Beverages,7.74,73,0.1,508.52,Bayern,2022-05-03
ORD345855,CUS6792,B2B,Havana Club,Alcoholic Beverages,31.25,61,0.1,1715.62,Bayern,2022-05-03
ORD345856,CUS8720,B2B,Beck's,Alcoholic Beverages,2.13,78,0.1,149.53,Niedersachsen,2021-06-14
ORD345856,CUS8720,B2B,Pepsi,Soft Drinks,0.98,58,0.1,51.16,Niedersachsen,2021-06-14
ORD345857,CUS2736,B2C,Fritz-Kola,Soft Drinks,2.05,6,0.0,12.3,Sachsen-Anhalt,2022-01-26
ORD345857,CUS2736,B2C,Pepsi,Soft Drinks,1.53,2,0.0,3.06,Sachsen-Anhalt,2022-01-26
ORD345858,CUS1520,B2C,Evian,Water,1.23,3,0.0,3.69,Mecklenburg-Vorpommern,2021-11-25
ORD345858,CUS1520,B2C,Schwip Schwap,Soft Drinks,1.2,14,0.0,16.8,Mecklenburg-Vorpommern,2021-11-25
ORD345858,CUS1520,B2C,Havana Club,Alcoholic Beverages,12.58,12,0.0,150.96,Mecklenburg-Vorpommern,2021-11-25
ORD345858,CUS1520,B2C,Jever,Alcoholic Beverages,1.88,15,0.0,28.2,Mecklenburg-Vorpommern,2021-11-25
ORD345859,CUS8098,B2B,Selters,Water,0.51,37,0.05,17.93,Sachsen,2022-08-04
ORD345859,CUS8098,B2B,Pepsi,Soft Drinks,0.67,47,0.05,29.92,Sachsen,2022-08-04
ORD345859,CUS8098,B2B,Mezzo Mix,Soft Drinks,1.37,92,0.15,107.13,Sachsen,2022-08-04
ORD345859,CUS8098,B2B,Volvic,Water,0.81,36,0.05,27.7,Sachsen,2022-08-04
ORD345859,CUS8098,B2B,Tomato Juice,Juices,2.19,17,0.1,33.51,Sachsen,2022-08-04
ORD345860,CUS4270,B2B,Rotkäppchen Sekt,Alcoholic Beverages,3.77,24,0.05,85.96,Rheinland-Pfalz,2023-01-26
ORD345861,CUS8109,B2B,Coca-Cola,Soft Drinks,0.77,80,0.05,58.52,Baden-Württemberg,2023-08-26
ORD345861,CUS8109,B2B,Mountain Dew,Soft Drinks,1.34,62,0.1,74.77,Baden-Württemberg,2023-08-26
ORD345862,CUS5841,B2C,Jack Daniels,Alcoholic Beverages,51.76,4,0.0,207.04,Berlin,2023-09-08
ORD345862,CUS5841,B2C,Erdinger Weißbier,Alcoholic Beverages,2.04,11,0.0,22.44,Berlin,2023-09-08
ORD345862,CUS5841,B2C,San Pellegrino,Water,0.91,7,0.0,6.37,Berlin,2023-09-08
ORD345863,CUS1074,B2C,Hohes C Orange,Juices,1.75,11,0.0,19.25,Hamburg,2021-07-22
ORD345863,CUS1074,B2C,Vio Wasser,Water,1.61,4,0.0,6.44,Hamburg,2021-07-22
ORD345863,CUS1074,B2C,Apollinaris,Water,0.93,7,0.0,6.51,Hamburg,2021-07-22
ORD345863,CUS1074,B2C,Granini Apple,Juices,1.59,6,0.0,9.54,Hamburg,2021-07-22
ORD345864,CUS7327,B2C,Mango Juice,Juices,3.21,4,0.0,12.84,Hessen,2022-01-14
ORD345864,CUS7327,B2C,Granini Apple,Juices,1.64,9,0.0,14.76,Hessen,2022-01-14
ORD345864,CUS7327,B2C,Monster,Soft Drinks,3.21,6,0.0,19.26,Hessen,2022-01-14
ORD345864,CUS7327,B2C,Fanta,Soft Drinks,1.19,4,0.0,4.76,Hessen,2022-01-14
ORD345865,CUS5076,B2C,Club Mate,Soft Drinks,2.26,15,0.0,33.9,Berlin,2023-05-02
ORD345865,CUS5076,B2C,San Pellegrino,Water,0.91,13,0.0,11.83,Berlin,2023-05-02
ORD345865,CUS5076,B2C,Sprite,Soft Drinks,0.56,7,0.0,3.92,Berlin,2023-05-02
ORD345865,CUS5076,B2C,Apollinaris,Water,0.99,1,0.0,0.99,Berlin,2023-05-02
ORD345865,CUS5076,B2C,Vittel,Water,0.59,7,0.0,4.13,Berlin,2023-05-02
ORD345866,CUS8123,B2C,Sprite,Soft Drinks,0.55,11,0.0,6.05,Niedersachsen,2022-04-10
ORD345866,CUS8123,B2C,Rauch Multivitamin,Juices,2.38,8,0.0,19.04,Niedersachsen,2022-04-10
ORD345866,CUS8123,B2C,Merlot,Alcoholic Beverages,4.35,5,0.0,21.75,Niedersachsen,2022-04-10
ORD345866,CUS8123,B2C,Schwip Schwap,Soft Drinks,1.24,11,0.0,13.64,Niedersachsen,2022-04-10
ORD345866,CUS8123,B2C,Red Bull,Soft Drinks,2.28,10,0.0,22.8,Niedersachsen,2022-04-10
ORD345867,CUS1263,B2C,Monster,Soft Drinks,3.12,2,0.0,6.24,Niedersachsen,2021-04-28
ORD345867,CUS1263,B2C,Sprite,Soft Drinks,0.53,14,0.0,7.42,Niedersachsen,2021-04-28
ORD345867,CUS1263,B2C,Kölsch,Alcoholic Beverages,0.93,8,0.0,7.44,Niedersachsen,2021-04-28
ORD345867,CUS1263,B2C,Evian,Water,1.23,8,0.0,9.84,Niedersachsen,2021-04-28
ORD345867,CUS1263,B2C,Vittel,Water,0.56,4,0.0,2.24,Niedersachsen,2021-04-28
ORD345868,CUS3683,B2C,Fritz-Kola,Soft Drinks,2.05,9,0.0,18.45,Brandenburg,2022-08-29
ORD345868,CUS3683,B2C,Vittel,Water,0.64,13,0.0,8.32,Brandenburg,2022-08-29
ORD345868,CUS3683,B2C,Vio Wasser,Water,1.66,4,0.0,6.64,Brandenburg,2022-08-29
ORD345868,CUS3683,B2C,San Pellegrino,Water,0.89,5,0.0,4.45,Brandenburg,2022-08-29
ORD345869,CUS6714,B2C,Sauvignon Blanc,Alcoholic Beverages,9.09,9,0.0,81.81,Nordrhein-Westfalen,2023-08-28
ORD345869,CUS6714,B2C,Rockstar,Soft Drinks,2.34,7,0.0,16.38,Nordrhein-Westfalen,2023-08-28
ORD345869,CUS6714,B2C,Volvic,Water,0.58,13,0.0,7.54,Nordrhein-Westfalen,2023-08-28
ORD345870,CUS2388,B2C,Rotkäppchen Sekt,Alcoholic Beverages,8.54,9,0.0,76.86,Sachsen-Anhalt,2023-07-09
ORD345870,CUS2388,B2C,Monster,Soft Drinks,3.31,2,0.0,6.62,Sachsen-Anhalt,2023-07-09
ORD345870,CUS2388,B2C,Red Bull,Soft Drinks,2.35,6,0.0,14.1,Sachsen-Anhalt,2023-07-09
ORD345870,CUS2388,B2C,San Pellegrino,Water,0.91,1,0.0,0.91,Sachsen-Anhalt,2023-07-09
ORD345870,CUS2388,B2C,Passion Fruit Juice,Juices,3.11,8,0.0,24.88,Sachsen-Anhalt,2023-07-09
ORD345871,CUS612,B2B,Riesling,Alcoholic Beverages,13.94,31,0.05,410.53,Hessen,2021-03-22
ORD345871,CUS612,B2B,Veuve Clicquot,Alcoholic Beverages,69.82,70,0.1,4398.66,Hessen,2021-03-22
ORD345872,CUS353,B2C,Rauch Multivitamin,Juices,2.31,10,0.0,23.1,Schleswig-Holstein,2021-12-06
ORD345872,CUS353,B2C,Hohes C Orange,Juices,1.75,4,0.0,7.0,Schleswig-Holstein,2021-12-06
ORD345873,CUS212,B2C,Gerolsteiner,Water,1.01,6,0.0,6.06,Bremen,2021-08-04
ORD345873,CUS212,B2C,Chardonnay,Alcoholic Beverages,4.74,12,0.0,56.88,Bremen,2021-08-04
ORD345874,CUS3741,B2C,Monster,Soft Drinks,3.21,15,0.0,48.15,Thüringen,2022-07-04
ORD345874,CUS3741,B2C,Mango Juice,Juices,3.21,11,0.0,35.31,Thüringen,2022-07-04
ORD345874,CUS3741,B2C,Red Bull,Soft Drinks,2.28,3,0.0,6.84,Thüringen,2022-07-04
ORD345874,CUS3741,B2C,Club Mate,Soft Drinks,2.19,3,0.0,6.57,Thüringen,2022-07-04
ORD345874,CUS3741,B2C,Warsteiner,Alcoholic Beverages,1.05,3,0.0,3.15,Thüringen,2022-07-04
ORD345875,CUS9720,B2C,Gerolsteiner,Water,1.07,15,0.0,16.05,Schleswig-Holstein,2023-05-30
ORD345875,CUS9720,B2C,Tomato Juice,Juices,3.43,10,0.0,34.3,Schleswig-Holstein,2023-05-30
ORD345875,CUS9720,B2C,Riesling,Alcoholic Beverages,4.32,4,0.0,17.28,Schleswig-Holstein,2023-05-30
ORD345875,CUS9720,B2C,Merlot,Alcoholic Beverages,4.48,6,0.0,26.88,Schleswig-Holstein,2023-05-30
ORD345875,CUS9720,B2C,Selters,Water,0.49,13,0.0,6.37,Schleswig-Holstein,2023-05-30
ORD345876,CUS8430,B2C,Mezzo Mix,Soft Drinks,0.61,8,0.0,4.88,Sachsen-Anhalt,2022-01-28
ORD345876,CUS8430,B2C,San Pellegrino,Water,0.89,14,0.0,12.46,Sachsen-Anhalt,2022-01-28
ORD345877,CUS3637,B2C,Beck's,Alcoholic Beverages,1.33,2,0.0,2.66,Nordrhein-Westfalen,2021-12-30
ORD345877,CUS3637,B2C,Fanta,Soft Drinks,1.16,11,0.0,12.76,Nordrhein-Westfalen,2021-12-30
ORD345877,CUS3637,B2C,Krombacher,Alcoholic Beverages,1.54,15,0.0,23.1,Nordrhein-Westfalen,2021-12-30
ORD345877,CUS3637,B2C,Mezzo Mix,Soft Drinks,0.59,4,0.0,2.36,Nordrhein-Westfalen,2021-12-30
ORD345878,CUS2403,B2C,Hohes C Orange,Juices,1.8,13,0.0,23.4,Schleswig-Holstein,2022-01-30
ORD345878,CUS2403,B2C,Gerolsteiner,Water,1.04,9,0.0,9.36,Schleswig-Holstein,2022-01-30
ORD345878,CUS2403,B2C,Fritz-Kola,Soft Drinks,2.05,8,0.0,16.4,Schleswig-Holstein,2022-01-30
ORD345878,CUS2403,B2C,Selters,Water,0.47,9,0.0,4.23,Schleswig-Holstein,2022-01-30
ORD345878,CUS2403,B2C,Vittel,Water,0.58,5,0.0,2.9,Schleswig-Holstein,2022-01-30
ORD345879,CUS7728,B2C,Veuve Clicquot,Alcoholic Beverages,112.46,2,0.0,224.92,Saarland,2023-02-01
ORD345879,CUS7728,B2C,Evian,Water,1.31,7,0.0,9.17,Saarland,2023-02-01
ORD345879,CUS7728,B2C,Schwip Schwap,Soft Drinks,1.27,13,0.0,16.51,Saarland,2023-02-01
ORD345880,CUS2506,B2C,Mezzo Mix,Soft Drinks,0.61,15,0.0,9.15,Rheinland-Pfalz,2022-03-18
ORD345880,CUS2506,B2C,Gerolsteiner,Water,1.04,2,0.0,2.08,Rheinland-Pfalz,2022-03-18
ORD345880,CUS2506,B2C,Vio Wasser,Water,1.66,6,0.0,9.96,Rheinland-Pfalz,2022-03-18
ORD345880,CUS2506,B2C,Fritz-Kola,Soft Drinks,2.05,4,0.0,8.2,Rheinland-Pfalz,2022-03-18
ORD345880,CUS2506,B2C,Jever,Alcoholic Beverages,1.94,2,0.0,3.88,Rheinland-Pfalz,2022-03-18
ORD345881,CUS935,B2B,Volvic Touch,Water,1.49,49,0.1,65.71,Sachsen,2021-04-12
ORD345881,CUS935,B2B,Mountain Dew,Soft Drinks,0.84,11,0.05,8.78,Sachsen,2021-04-12
ORD345881,CUS935,B2B,Granini Apple,Juices,1.26,66,0.05,79.0,Sachsen,2021-04-12
ORD345881,CUS935,B2B,Moët & Chandon,Alcoholic Beverages,47.48,24,0.05,1082.54,Sachsen,2021-04-12
ORD345882,CUS4231,B2B,Johnnie Walker,Alcoholic Beverages,30.39,36,0.1,984.64,Sachsen,2022-11-30
ORD345882,CUS4231,B2B,Schwip Schwap,Soft Drinks,1.01,85,0.1,77.26,Sachsen,2022-11-30
ORD345882,CUS4231,B2B,Chardonnay,Alcoholic Beverages,7.36,53,0.05,370.58,Sachsen,2022-11-30
ORD345883,CUS953,B2C,Veuve Clicquot,Alcoholic Beverages,106.01,11,0.0,1166.11,Mecklenburg-Vorpommern,2021-09-16
ORD345883,CUS953,B2C,San Pellegrino,Water,0.86,3,0.0,2.58,Mecklenburg-Vorpommern,2021-09-16
ORD345883,CUS953,B2C,Fanta,Soft Drinks,1.16,13,0.0,15.08,Mecklenburg-Vorpommern,2021-09-16
ORD345883,CUS953,B2C,Granini Apple,Juices,1.59,10,0.0,15.9,Mecklenburg-Vorpommern,2021-09-16
ORD345883,CUS953,B2C,Fritz-Kola,Soft Drinks,1.99,4,0.0,7.96,Mecklenburg-Vorpommern,2021-09-16
ORD345884,CUS7709,B2C,Rotkäppchen Sekt,Alcoholic Beverages,8.54,5,0.0,42.7,Berlin,2023-04-09
ORD345884,CUS7709,B2C,Apollinaris,Water,0.99,3,0.0,2.97,Berlin,2023-04-09
ORD345885,CUS9071,B2B,Volvic Touch,Water,0.71,61,0.1,38.98,Hessen,2021-08-06
ORD345885,CUS9071,B2B,Jever,Alcoholic Beverages,1.43,38,0.05,51.62,Hessen,2021-08-06
ORD345886,CUS8648,B2C,Sprite,Soft Drinks,0.53,15,0.0,7.95,Thüringen,2021-05-04
ORD345887,CUS1532,B2B,Hohes C Orange,Juices,1.25,17,0.05,20.19,Schleswig-Holstein,2021-10-04
ORD345887,CUS1532,B2B,Selters,Water,0.74,52,0.1,34.63,Schleswig-Holstein,2021-10-04
ORD345887,CUS1532,B2B,Vio Wasser,Water,0.64,2,0.05,1.22,Schleswig-Holstein,2021-10-04
ORD345887,CUS1532,B2B,Chardonnay,Alcoholic Beverages,16.07,80,0.1,1157.04,Schleswig-Holstein,2021-10-04
ORD345888,CUS9795,B2C,San Pellegrino,Water,0.89,5,0.0,4.45,Niedersachsen,2022-08-02
ORD345888,CUS9795,B2C,Hohes C Orange,Juices,1.8,14,0.0,25.2,Niedersachsen,2022-08-02
ORD345888,CUS9795,B2C,Augustiner,Alcoholic Beverages,1.12,11,0.0,12.32,Niedersachsen,2022-08-02
ORD345888,CUS9795,B2C,Veuve Clicquot,Alcoholic Beverages,109.19,2,0.0,218.38,Niedersachsen,2022-08-02
ORD345888,CUS9795,B2C,Coca-Cola,Soft Drinks,1.18,2,0.0,2.36,Niedersachsen,2022-08-02
ORD345889,CUS5185,B2C,San Pellegrino,Water,0.89,10,0.0,8.9,Bayern,2022-10-22
ORD345890,CUS7695,B2B,Jever,Alcoholic Beverages,0.88,12,0.05,10.03,Sachsen-Anhalt,2022-12-01
ORD345891,CUS9357,B2C,Vittel,Water,0.59,12,0.0,7.08,Brandenburg,2023-04-13
ORD345891,CUS9357,B2C,Fanta,Soft Drinks,1.23,9,0.0,11.07,Brandenburg,2023-04-13
ORD345891,CUS9357,B2C,Monster,Soft Drinks,3.31,7,0.0,23.17,Brandenburg,2023-04-13
ORD345891,CUS9357,B2C,Mango Juice,Juices,3.31,7,0.0,23.17,Brandenburg,2023-04-13
ORD345892,CUS6817,B2B,Hohes C Orange,Juices,2.88,85,0.1,220.32,Saarland,2022-11-10
ORD345892,CUS6817,B2B,Evian,Water,1.18,49,0.1,52.04,Saarland,2022-11-10
ORD345893,CUS8377,B2C,Bacardi,Alcoholic Beverages,13.84,3,0.0,41.52,Hamburg,2022-09-05
ORD345894,CUS2575,B2C,Coca-Cola,Soft Drinks,1.18,9,0.0,10.62,Baden-Württemberg,2022-08-04
ORD345894,CUS2575,B2C,Mountain Dew,Soft Drinks,0.96,8,0.0,7.68,Baden-Württemberg,2022-08-04
ORD345894,CUS2575,B2C,Pepsi,Soft Drinks,1.68,15,0.0,25.2,Baden-Württemberg,2022-08-04
ORD345895,CUS8288,B2B,Passion Fruit Juice,Juices,2.68,27,0.05,68.74,Niedersachsen,2023-06-07
ORD345895,CUS8288,B2B,Mango Juice,Juices,2.86,13,0.05,35.32,Niedersachsen,2023-06-07
ORD345896,CUS4060,B2B,Chardonnay,Alcoholic Beverages,4.8,47,0.05,214.32,Hamburg,2021-11-17
ORD345896,CUS4060,B2B,Passion Fruit Juice,Juices,2.61,45,0.05,111.58,Hamburg,2021-11-17
ORD345897,CUS5388,B2C,Club Mate,Soft Drinks,2.26,8,0.0,18.08,Baden-Württemberg,2023-11-06
